639-3	639-1	639-2B	Scope/Type	Family	native	eng	fra	spa	zho	rus	deu				Retrieved from "http://en.wikipedia.org/wiki/ISO_639" on 2008-04-01
aac			I/L			Ari					
aad			I/L			Amal					
arw		arw	I/L			Arawak	arawak		阿拉瓦克语	аравакский	
arx			I/L			Aruá		aruá			
ary			I/L	Arabic		Arabic (Moroccan)	arabe (marocain)				arabisch (marrokanisch)
arz			I/L	Arabic		Arabic (Egyptian)	arabe (égyptien)				arabisch (ägyptisch)
asa			I/L			Asu (Tanzania)					
asb			I/L		Nakʰóda	Assiniboine	assiniboine	assiniboine			
asc			I/L			Asmat, Casuarina Coast					
asd			I/L			Asas					
ase			I/L			American Sign Language	langue des signes américaine				
asf			I/L			Australian Sign Language	langue des signes australienne				
asg			I/L			Cishingini					
ash			I/E			Abishira					
asi			I/L			Buruwai					
asj			I/L			Nsari					
ask			I/L			Ashkun					
asl			I/L			Asilulu					
asm	as	asm	I/L		অসমীয়া	Assamese	assamais	asamés	阿萨姆语	ассамский	Asamiya
asn			I/L			Asuriní, Xingú		asuriní xingú			
aso			I/L			Dano					
asp			I/L			Algerian Sign Language	langue des signes algérienne				
asq			I/L			Austrian Sign Language	langue des signes autrichienne				
asr			I/L			Asuri					
ass			I/L			Ipulo					
ast		ast	I/L		Asturianu	Asturian	asturien	asturiano	阿斯图里亚斯语	астурийский	Asturisch
asu			I/L			Asuriní		asuriní			
asv			I/L			Asoa					
asw			I/L			Australian Aborigines Sign Language					
asx			I/L			Muratayak					
asy			I/L			Asmat (Yaosakor)					
asz			I/L			As					
ata			I/L			Pele-Ata					
atb			I/L			Zaiwa					
atc			I/E			Atsahuaca		atsawaka			
atd			I/L			Manobo, Ata					
ate			I/L			Atemble					
atf			I/L			Atuence					
atg			I/L			Ivbie North-Okpela-Arhe					
ath		ath	C/L			Athapascan languages	langues athapascanes		阿萨帕斯坎诸语言		Athapaskische Sprachen
ati			I/L			Attié					
atj			I/L		Atikamekw	Atikamekw	atikamekw				
atk			I/L			Ati					
atl			I/L			Agta (Mt. Iraya)					
atm			I/L			Ata					
atn			I/L			Ashtiani					
ato			I/L			Atong					
atp			I/L			Atta (Pudtol)					
atq			I/L			Aralle-Tabulahan					
atr			I/L			Atruahí		atruahí			
ats			I/L			Gros Ventre					
att			I/L			Atta (Pamplona)					
atu			I/L			Reel					
atv			I/L			Altai (Northern)	altaï (du Nord)				
atw			I/L			Atsugewi					
atx			I/L			Arutani					
aty			I/L			Aneityum					
atz			I/L			Arta					
aua			I/L			Asumboa				асумбоа	
auc			I/L		Huao Terero	Waorani					
aud			I/L			Anuta					
aue			I/L			=/Kx'au//'ein					
aug			I/L			Aguna					
auh			I/L			Aushi					
aui			I/L			Anuki					
auj			I/L			Awjilah					
auk			I/L			Heyo					
aul			I/L			Aulua					
aum			I/L			Asu (Nigeria)					
aun			I/L			One, Molmo					
auo			I/E			Auyokawa					
aup			I/L			Makayam					
auq			I/L			Anus					
aur			I/L			Aruek					
aus		aus	C/L			Australian languages	langues australiennes	idiomas australianas	澳大利亚诸语言		Australische Sprachen
aut			I/L			Austral	austral				
auu			I/L			Auye					
auv			I/L		Auvernhas	Auvergnat	auvergnat	auvernio			
auw			I/L			Awyi					
aux			I/L			Aurá					
auy			I/L			Awiyaana					
auz			I/L	Arabic		Arabic (Uzbeki)	arabe (ouzbek)				Arabisch (Uzbekistan)
ava	av	ava	I/L		авар	Avaric	avar	avaro	阿瓦尔语	аварский	
avb			I/L			Avau					
avd			I/L			Alviri-Vidari					
ave	ae	ave	I/A		Avesta	Avestan	avestique		阿维斯陀语	авестийский	
avi			I/L			Avikam					
avk			I/C		Kotava	Kotava	kotava	kotava		Котава	
avl			I/L	Arabic		Arabic (Eastern Egyptian Bedawi)	arabe (Bédawi égyptien oriental)				Arabisch (Ostägypten)
avn			I/L			Avatime					
avo			I/L			Agavotaguerra					
avs			I/E			Aushiri		aushiri			
avt			I/L			Au					
avu			I/L			Avokaya					
avv			I/L			Avá-Canoeiro		avá-canoeiro			
awa		awa	I/L		आवधी	Awadhi	awadhi	awadhi	阿瓦德语	авадхи	
awb			I/L			Awa		awá			
awc			I/L			Acipa (Western)					
awe			I/L			Awetí		awetí			
awh			I/L			Awbono					
awi			I/L			Aekyom					
awk			I/E			Awabakal					
awm			I/L			Arawum					
awn			I/L			Awngi					
awo			I/L			Awak					
awr			I/L			Awera					
aws			I/L	Awyu		Awyu (South)					
awt			I/L			Araweté		araweté			
awu			I/L	Awyu		Awyu (Central)					
awv			I/L	Awyu		Awyu (Jair)					
aww			I/L	Awyu		Awun					
awx			I/L			Awara					
awy			I/L	Awyu		Awyu (Edera)					
axb			I/E			Abipon					
axg			I/E			Arára (Mato Grosso)					
axk			I/L			Yaka (Central African Republic)					
axm			I/H			Armenian, Middle	arménien (moyen)				
axx			I/L			Xaragure					
aya			I/L			Awar					
ayb			I/L			Gbe, Ayizo					
ayc			I/L			Aymara, Southern					
ayd			I/L			Ayabadhu					
aye			I/L			Ayere					
ayg			I/L			Ginyanga					
ayh			I/L	Arabic		Arabic (Hadrami)	arabe (Hadrami)				arabisch (Hadrami)
ayi			I/L			Leyigha					
ayk			I/L			Akuku					
ayl			I/L			Arabic (Libyan)	arabe (lybien)				Arabisch (Lybien)
aym	ay	aym	M/L		Aymar	Aymara	aymara	aimara	艾馬拉語	аймара	Aymara
ayn			I/L	Arabic		Arabic (Sanaani)	arabe (Sanaani)				Arabisch (Sanaani)
ayo			I/L			Ayoreo					
ayp			I/L	Arabic		Arabic (North Mesopotamian)	arabe (mésopotamien du Nord)				Arabisch (Nordmesopotamien)
ayq			I/L			Ayi (Papua New Guinea)					
ayr			I/L			Aymara (Central)					
ays			I/L			Ayta (Sorsogon)					
ayt			I/L			Ayta (Bataan)					
ayu			I/L			Ayu					
ayx			I/L			Ayi (China)					
ayy			I/E			Ayta, Tayabas					
ayz			I/L			Mai Brat					
azb			I/L			Azerbaijani, South	azéri (du Sud)				
aze	az	aze	M/L	Azeri	Azərbaycan	Azerbaijani	azéri	azerbayano	阿塞拜疆语	азербайджанский	Aserbaidschanisch
azg			I/L			Amuzgo (San Pedro Amuzgos)					
azj			I/L	Azeri		Azerbaijani (North)	azéri (du Nord)				Aserbaidschanisch (Nord-)
azm			I/L			Amuzgo (Ipalapa)					
azo			I/L			Awing					
azr			I/L		Atzera	Adzera					
azt			I/L			Atta (Faire)					
azz			I/L			Nahuatl (Highland Puebla)
baa			I/L			Babatana					
bab			I/L			Bainouk-Gunyuño					
bac			I/L			Badui	badui				
bad			O/C			Banda			班达语		
bae			I/E			Baré	baré				
baf			I/L			Nubaca					
bag			I/L			Tuki					
bah			I/L			Bahamas Creole English	créole anglais bahaméen				
bai		bai	O/C			Bamileke Languages	langues bamilékées		巴米累克诸语言		
baj			I/L			Barakai					
bak	ba	bak	I/L		башҡорт	Bashkir	bachkir	baskir	巴什基尔语	башкирский	Baschkirisch
bal		bal	M/L		بلوچی	Baluchi	baloutchi		俾路支语		
bam	bm	bam	I/L		Bamanankan	Bambara	bambara		班巴拉语	бамбара	
ban		ban	I/L		Basa Bali	Balinese	balinais	balinés	巴厘语	балийский	Balinesisch
bao			I/L			Waimaha					
bap			I/L			Bantawa					
bar			I/L		Bairisch	Bavarian	bavarois	bávaro		баварский	Bayerisch
bas		bas	I/L		ɓasaá	Basa (Cameroon)	basa		巴萨语	баса	
bat		bat	O/C			Baltic Languages	langues baltes	lenguas bálticas	波罗的诸语言		Baltische Sprachen
bau			I/L			Bada (Nigeria)					
bav			I/L			Vengo	vengo				
baw			I/L			Bambili-Bambui					
bax			I/L			Bamun	bamoun				
bay			I/L			Batuley					
baz			I/L			Tunen					
bba			I/L			Baatonum					
bbb			I/L			Barai	baraï				
bbc			I/L			Batak Toba				батак тоба	
bbd			I/L			Bau					
bbe			I/L			Bangba					
bbf			I/L			Baibai					
bbg			I/L			Barama					
bbh			I/L			Bugan					
bbi			I/L			Barombi					
bbj			I/L			Ghomálá'					
bbk			I/L			Babanki					
bbl			I/L			Bats		bácico			
bbm			I/L			Babango					
bbn			I/L			Uneapa					
bbo			I/L			Bobo Madaré, Northern					
bbp			I/L			Banda, West Central					
bbq			I/L			Bamali					
bbr			I/L			Girawa					
bbs			I/L			Bakpinka					
bbt			I/L			Mburku					
bbu			I/L			Kulung (Nigeria)					
bbv			I/L			Karnai					
bbw			I/L			Baba					
bbx			I/L			Bubia					
bby			I/L			Befang					
bbz			I/L			Arabic, Babalia Creole	créole arabe babalia				
bca			I/L			Bai, Central					
bcb			I/L			Bainouk-Samik					
bcc			I/L		بلوچی	Balochi, Southern					
bcd			I/L			Babar, North	babar (du Nord)				
bce			I/L			Bamenyam					
bcf			I/L			Bamu					
bcg			I/L			Baga Binari					
bch			I/L			Bariai					
bci			I/L			Baoulé	Baoulé				
bcj			I/L			Bardi					
bck			I/L			Bunaba					
bcl			I/L			Bicolano, Central				центральный биколано	
bcm			I/L			Bannoni				баннони	
bcn			I/L			Bali (Nigeria)	bali (nigérian)				
bco			I/L			Kaluli					
bcp			I/L			Bali (Democratic Republic of Congo)	bali (République démocratique du Congo				
bcq			I/L			Bench					
bcr			I/L		Witsuwit'en	Babine					
bcs			I/L			Kohumono					
bct			I/L			Bendi					
bcu			I/L			Awad Bing					
bcv			I/L			Shoo-Minda-Nye					
bcw			I/L			Bana					
bcx			I/L			Pamona					
bcy			I/L			Bacama					
bcz			I/L			Bainouk-Gunyaamolo					
bda			I/L			Bayot					
bdb			I/L			Basap					
bdc			I/L			Emberá-Baudó					
bdd			I/L			Bunama					
bde			I/L			Bade					
bdg			I/L			Bonggi					
bdh			I/L			Baka (Sudan)					
bdi			I/L			Burun					
bdj			I/L		Bairt⤧ngvrt⤧zix	Bai	baï				
bdk			I/L			Budukh	boudoukh	budukh			Buduchisch
bdl			I/L			Bajau, Indonesian					
bdm			I/L			Buduma					
bdn			I/L			Baldemu					
bdo			I/L			Bernde					
bdp			I/L			Bende					
bdq			I/L			Bahnar					
bdr			I/L			Bajau, West Coast					
bds			I/L			Burunge					
bdt			I/L			Bokoto					
bdu			I/L			Oroko	oroko				
bdv			I/L			Bodo Parja					
bdw			I/L			Baham					
bdx			I/L			Budong-Budong					
bdy			I/L			Bandjalang					
bdz			I/L			Badeshi	badeshî				
bea			I/L		Dunne-za	Beaver					
beb			I/L			Bebele	bébélé				
bec			I/L			Iceve-Maci					
bed			I/L			Bedoanas					
bee			I/L			Byangsi					
bef			I/L			Benabena					
beg			I/L			Belait					
beh			I/L			Biali					
bei			I/L			Bekati'					
bej		bej	I/L		بداوية	Beja	bedja	beja	贝贾语	беджа	Bedscha
bek			I/L			Bebeli	bébéli				
bel	be	bel	I/L		беларуская	Belarusian	biélorusse	bielorruso	白俄罗斯语	белорусский	Weißrussisch
bem		bem	I/L		ichibemba	Bemba (Zambia)	bemba	bemba	本巴语	бемба	Bemba
ben	bn	ben	I/L		বাংলা	Bengali	bengali	bengalí	孟加拉语	бенгальский	Bengalisch
beo			I/L			Beami					
bep			I/L			Besoa					
beq			I/L			Beembe					
ber			O/C			Berber languages	langues berbères		柏柏尔诸语言		Berbersprachen
bes			I/L			Besme					
bet			I/L			Béte, Guiberoua					
beu			I/L			Blagar					
bev			I/L			Bété, Daloa					
bew			I/L		Bahasa Betawi	Betawi					
bex			I/L			Jur Modo					
bey			I/L			Beli (Papua New Guinea)	béli (Papouasie-Nouvelle-Guinée)				
bez			I/L			Bena (Tanzania)	béna (Tanzanie)				
bfa			I/L			Bari					Bari
bfb			I/L			Bareli, Pauri					
bfc			I/L			Bai, Northern	baï (du Nord)				
bfd			I/L			Bafut					
bfe			I/L			Betaf					
bff			I/L			Bofi					
bfg			I/L			Kayan, Busang					
bfh			I/L			Blafe					
bfi			I/L			British Sign Language	langue des signes britannique				
bfj			I/L			Bafanji					
bfk			I/L			Ban Khor Sign Language	langue des signes de Ban Khor				
bfl			I/L			Banda-Ndélé					
bfm			I/L			Mmen					
bfn			I/L			Bunak					
bfo			I/L			Birifor, Malba					
bfp			I/L			Beba					
bfq			I/L			Badaga					
bfr			I/L			Bazigar					
bfs			I/L			Bai, Southern	baï (du Sud)				
bft			I/L		بلتی	Balti					
bfu			I/L			Gahri					
bfw			I/L			Bondo					
bfy			I/L			Bagheli					
bfz			I/L			Pahari, Mahasu					
bga			I/L			Gwamhi-Wuri					
bgb			I/L			Bobongko					
bgc			I/L			Haryanvi		haryanví		харянви	
bgd			I/L			Bareli, Rathwi					
bge			I/L			Bauria					
bgf			I/L			Bangandu					
bgg			I/L			Bugun					
bgh			I/L			Bogan					
bgi			I/L			Giangan					
bgj			I/L			Bangolan					
bgk			I/L			Bit					
bgl			I/L			Bo (Laos)				бо	
bgm			I/L			Baga Mboteni					
bgn			I/L			Balochi, Western	balotchî (occidental)				
bgo			I/L			Baga Koga					
